Date,Score,Reviews
"Oct 17, 2023",POSITIVE,"HEY #DISNEY #MARVEL.

You did fine here. I like it. This was actually a refreshing approach. Having a designated profound and naval gazing team is actual nice between quirky goofballs or depression psychopaths. The more flavors you have, the better the icecream shop, I say.

That being said, here are my complaints.
1) Gilgamesh. Now, hurray for color blind casting. That is great. Good for you.........but you have a mesopotamian Hercules and you did not think to hire a middle eastern guy to play him? Yeah, I know the comic did not look like a mesopotamian hercules, but...........come on! I know wrestling is popular in the middle east. I AM PERSIAN AMERICAN. You could have found a big middle eastern dude willing to read a few lines before getting killed. Would have been fine. We got body builders for days. But you got a husky east asian dude instead.................... care to cast a mexican for Anubis next while you're at it? Maybe a swedish Ganesh?
2) The spit-wine scene was stupid. Whomever wrote that scene should be hit with a truck.
Here is a list of funny hobbies for an immortal to have.
A) Tortoise farming and breeding (Ends in rainbow tortoise, poodle tortoise, or high speed tortoise breeds).
B ) world's most complete collection of cheeses (Even the maggot cheese, the vein cheeses, and the last of the woolly mammoth cheese)
C) Digging a tunnel to the center of the earth and that is how the celestial is discovered. (Cameo from mole men is optional. Deviants living in subterranean lairs encouraged)
D ) Cave of treasure history waiting for massive ebay event.

Back to complaints.
3) The caveman death at the beginning was unintentionally hilarious. Shame on you for the accidental comedic timing of that.
4) The bollywood thing was a waste of a scene. That character does not even come back to help in the fight at the end. What the hell? Good Guy or Bad Guy, you dragged us through the who film with him and used him in the trailer. Of course people left disapointed. We did not even see him DANCE IN HIS DANCE SCENE. Hire some guys from India to do a scene https://www.youtube.com/watch?v=v7K4vGYL9zI
The exchange rate can't be that bad.

AND FINALLY.......... while it sells the immortal warrior thing to show them in different historical periods, we all saw Highlander. Either really commit to the period piece segments, or figure out a better way to examine immortal characters visually. EXAMPLES!
A ) Green Screen scenes of them throughout the MCU in the background. Forest Gump style. Phestus could be telling jokes about Ironman's antics with his engineering.
B ) Icarus standing gaurd for something and him covering in cobwebs like an old suit of armor in a forgotten museum.
C ) have one of them work at a cancer hospital helping Make a Wish kids. ""They have so much love in them. So much hope. They deserve so much more time"" and the humans think he is talking about kids, but really he is talking about humans at large. 


Just........I really hope this gets a sequal. I really think the actors and directors did a great job. The editing and choreography was lacking (Especially dancing, but half the fights felt mild as well). Its good. Eternal heroes sworn to duty questioning their free will within that duty. THAT IS INTERESTING! Spit wine, bad bollywood, and cavemen that don't know how to panic is NOT INTERESTING!

Hope you get another whack at them.......but don't go Thor the Dark World either. You can be naval gazing, grim, AND STILL have a nice color palette."
"Oct 9, 2023",NEGATIVE,Another Disney woke garbage bucket
"Oct 7, 2023",NEGATIVE,I tried to see this movie about 5 times and every single time I couldn't get past 25 minutes this shit is boring as hell. Even as a comic fan it sucked
"Oct 5, 2023",NEGATIVE,"Marvel could have done so much better, I'm disappointed with some of the plot holes there was and unanswered questions related to the villainy of some characters. Was definitely not the worst movie"
"Oct 4, 2023",POSITIVE,No way the critics consensus for the first Thor movie is higher than this. No way.
"Sep 28, 2023",NEUTRAL,"It was incredible. Only issue is that it felt like it was the 3rd film not the first expects us to know the characters. Other than that it was great if not perfect, just needed films before it because this should not of been the first eternals film"
"Sep 27, 2023",NEUTRAL,"A movie that tried too hard to be the next marvel ""event"". We're not given enough time to understand the characters and the villain is one that is thrown into the plot and not really given a unique role. *spoiler* his death is one of the most underwhelming villain deaths ever as he is killed within 2 seconds."
"Sep 26, 2023",NEGATIVE,"Just the worst marvel movie ever. So many holes in this story. Just dont watch and pretend it doesn't exist in the storyline, it won't make a difference anyway."
"Sep 17, 2023",NEGATIVE,"This is possibly the worst MCU movie I have ever seen. The characters are an interesting in dull and does not have any heart, nor any interesting, motivations or beliefs that we can care about. The plot is jumped from stopping aliens to saving the planet. It is just nonsensical. It’s not 2+ that makes sense together. It’s just a plot on top of a plot on top of a plot. The pacing in this movie is very boring. In infinity war pacing is real fast and real smooth because we have one objective and that objective has no time to waste or the objective is incomplete but in this movie we keep sitting down and talking about bullshit that does not your matter to the story, or doesn’t even give us a lot of information or our characters just keeps having flashbacks   and then the main objective then flashbacks then the  main objective is just wrong and off pasted the CGI is kind of good and the visuals are impressive but the story is the best thing that keeps a movie going but this story is very lack luster and dull the only character that I remember is Icarus because he’s more kind of interesting, but everybody else is just not it. Overall 1.5/10"
"Sep 17, 2023",POSITIVE,"I thought this movie turned out absolutely fantastic! The actors did a phenomenal job and I just got so easily attacked and hooked into the whole thing. One of the best CGI movies, so beautiful on that part. Everything was just beautiful."
"Sep 15, 2023",NEGATIVE,It's an interesting test for the MCU to take but it doesn't quite hit its mark
"Sep 14, 2023",POSITIVE,"Really refreshing take for a company that badly needs to try new things. A proper scifi epic that we don't see so much of anymore. Jack Kirby's original ideas were considered too ambitious by many (leading to the cancellation of the original comic book run of Eternals in the first place) - and I think that's what's happening here as well. But still, I think that despite some flaws the interesting ideas shown in this movie really end up shining through and this film is more than worth watching if just for that."
"Sep 9, 2023",NEUTRAL,"I rewatched this and it's actually a decent film. Definitely better than Marvel's recent crap like Thor, Dr Strange and Ant-Man. The story is self-contained and doesn't rely heavily on retcons of past events. It has some great themes and moments like defying ones fate and redemption. When Icarus surrenders to his love for Cersi and joins the Uni-mind it evokes strong emotions and satisfaction. As a whole I feel like this can work in an independent setting from the MCU. Trying to tie this in with the MCU will open up too many questions and plot holes because alot of it's major themes undercut the MCU especially it's concept of the Universe etc and the existence of Celestials etc. Other than that the acting performances were solid, the action was solid and the CGI was good. It has its corny stuff like the whole Bollywood stuff etc but it was definitely way better than sitting through something like Thor: Love and Thunder. Overall it's worth the watch."
"Sep 4, 2023",NEGATIVE,"Without doubt worst movie of Marvel. No plot, Casting is all wrong, sub plot like Indian and wokeism  are by far the worst portrayal. 

If sacrificing intelligent life is essential for birth of a being then humans shd be last on the list, this movie is prime example of human ignorance."
"Sep 2, 2023",NEGATIVE,"Made me angry, douchecanoe ruined it for me. Why was he acting like that? Mad confused. Also alien could've been a tad more helpful on the beach, missed out on making some friends."
"Aug 29, 2023",NEGATIVE,"Toilet paper film roll, only good thing about this"
"Aug 26, 2023",NEGATIVE,"Terrible and boring. Very irrelevant. Bad plot, too long, very generic characters. Easily it's a black sheep movie. So forgettable."
"Aug 25, 2023",NEGATIVE,WHAT DID I JUST WATCH THIS IS A TERRIBLE MOVIE ITS A COPY FROM A BUNCH OF OTHERS
"Aug 25, 2023",NEGATIVE,"""Diversity"" over quality or anything anyone cares about, like story or even basic coherence. ""White man evil"" is basically the crux of it. Creative flop, to go along with being a colossal box office flop. Avoid."
"Aug 24, 2023",NEGATIVE,"Bland, boring and uninteresting, Marvel's ""The Eternals"" is a missed opportunity and a mess."
"Aug 21, 2023",NEGATIVE,Worst piece of media I ever saw I like the wind paramount did the marvel movies
